product_name,topic_id,doc_count,label,top_keywords
Acumatica,9,372,initial setup | initial | setup,"initial setup, initial, setup, implementation, wasn, team, orders, issues, help, data"
Workday Financial Management,25,3,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
Workday Financial Management,32,3,month | entry | reconciling,"month, entry, reconciling, entries, dates, date, post, auto, description"
Workday Financial Management,56,3,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
Workday Financial Management,8,2,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
Workday Financial Management,14,2,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
Workday Financial Management,16,2,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
Workday Financial Management,27,2,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
Workday Financial Management,0,1,version | accounting | enterprise,"version, accounting, enterprise, support, customer, quick, payroll, years, business"
Workday Financial Management,22,1,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
Workday Financial Management,23,1,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
Workday Financial Management,28,1,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
Workday Financial Management,29,1,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
Workday Financial Management,35,1,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
Workday Financial Management,36,1,tax | vat | revenue,"tax, vat, revenue, taxes, revenue recognition, year, recognition, report, return"
Workday Financial Management,37,1,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
Workday Financial Management,39,1,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
Workday Financial Management,43,1,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
Workday Financial Management,47,1,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
Workday Financial Management,50,1,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
Workday Financial Management,52,1,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
Workday Financial Management,55,1,api | calls | apis,"api, calls, apis, documentation, access, limited, little bit, development, database, track"
Xero,6,469,accounting | bank | businesses,"accounting, bank, businesses, support, advanced, accounts, small, users"
Xero,1,125,reports | reporting | report,"reports, reporting, report, excel, custom, custom reports, data, financial, create, export"
Xero,4,112,accounting | payroll | financial,"accounting, payroll, financial, accountant, expenses, expense, accountants, budget, functions, management"
Xero,8,102,invoice | invoices | payment,"invoice, invoices, payment, credit, payments, invoicing, paid, bills, date, vendor"
Xero,14,101,bank | reconciliation | currency,"bank, reconciliation, currency, feeds, bank feeds, transactions, account, currencies, bank reconciliation, bank account"
Xero,3,76,cost | business | expensive,"cost, business, expensive, price, small, pricing, high, businesses, companies, users"
Xero,2,75,say | issues | dont,"say, issues, dont, disliked, isn, major, encountered"
Xero,13,67,support | customer | customer service,"support, customer, customer service, service, customer support, phone, chat, help, issue, issues"
Xero,10,34,interface | navigate | friendly,"interface, navigate, friendly, user friendly, user interface, navigation, intuitive, outdated, layout"
Xero,0,28,version | accounting | enterprise,"version, accounting, enterprise, support, customer, quick, payroll, years, business"
Xero,11,25,slow | load | loading,"slow, load, loading, takes, times, speed, performance, bit slow, lags, lag"
Xero,23,25,love | enjoy | point,"love, enjoy, point, easy, sure, actually, going, let"
Xero,20,23,inventory | orders | inventory management,"inventory, orders, inventory management, order, sales, management, items, purchase, vendor, item"
Xero,25,18,version | app | mobile,"version, app, mobile, mac, mobile app, windows, web, apps, functionality, computer"
Xero,36,17,tax | vat | revenue,"tax, vat, revenue, taxes, revenue recognition, year, recognition, report, return"
Xero,15,15,log | security | user mode,"log, security, user mode, mode, login, multi user, roles, users, multi, password"
Xero,19,15,learning | training | curve,"learning, training, curve, learning curve, learn, steep, steep learning, videos, takes"
Xero,40,15,accounts | account | chart,"accounts, account, chart, sub, chart accounts, multiple, company, accounts payable, payable, linking"
Xero,16,14,integration | integrations | party,"integration, integrations, party, support, integrating, issues, products, years, integrate, applications"
Xero,38,12,categories | learn | certain,"categories, learn, certain, areas, simplified, understand"
Xero,18,11,updates | update | upgrade,"updates, update, upgrade, upgrades, version, changes, bugs, release, updating, year"
Xero,26,11,help | documentation | questions,"help, documentation, questions, section, helpful, answers, answer, articles, specific"
Xero,27,11,sync | save | data,"sync, save, data, syncing, backups, backup, saving, computer, lose, automatically"
Xero,32,11,month | entry | reconciling,"month, entry, reconciling, entries, dates, date, post, auto, description"
Xero,35,10,transactions | transaction | delete,"transactions, transaction, delete, deleted, edit, undo, entries, mistake, option"
Xero,17,9,customization | customizations | customize,"customization, customizations, customize, customizable, custom, options, customisation, customized, forms, technical"
Xero,22,9,based | internet | access,"based, internet, access, offline, internet connection, version, connection, data, storage, server"
Xero,31,9,dashboard | dashboards | charts,"dashboard, dashboards, charts, data, useful, dynamic, reports, plan, summary, graphs"
Xero,24,8,implementation | complexity | complex,"implementation, complexity, complex, implement, implementation process, steps, workflow, complicated, processes, workflows"
Xero,28,8,setup | set | initial,"setup, set, initial, initial setup, complicated, took, onboarding, instructions, easy, configuration"
Xero,41,7,consolidation | entity | entities,"consolidation, entity, entities, companies, multiple entities, multiple, group, company, consolidate, subsidiary"
Xero,48,7,country | english | terminology,"country, english, terminology, language, countries, consultants, versions, speak"
Xero,30,6,error | errors | glitches,"error, errors, glitches, bugs, issues, fix, error messages, correct, messages, glitchy"
Xero,49,5,audit | trail | audit trail,"audit, trail, audit trail, changed, control, changes, deleted, logs"
Xero,7,4,learning | learning curve | curve,"learning, learning curve, curve, customer, feel, reports, accounting, new users, helpful, team"
Xero,21,4,search | searches | saved,"search, searches, saved, saved searches, fields, searching, saved search, search bar, word"
Xero,33,4,crm | integration | email,"crm, integration, email, marketing, mail, templates, outlook, employees, leads, emails"
Xero,34,4,modules | add ons | ons,"modules, add ons, ons, module, additional, cost, bundle, additional modules, certain modules, expensive"
Xero,39,4,automation | reviews | reconciled,"automation, reviews, reconciled, automate, accurate, improve"
Xero,47,4,import | csv | imports,"import, csv, imports, importing, file, data, error, upload, export, importing data"
Xero,55,4,api | calls | apis,"api, calls, apis, documentation, access, limited, little bit, development, database, track"
Xero,37,3,project | field | projects,"project, field, projects, field service, project management, module, management, service, calendar, tracking"
Xero,46,3,inquiries | generic | data,"inquiries, generic, data, tables, inquiry, queries, pull data, pull, pulling, table"
Xero,29,2,journal | journal entries | ledger,"journal, journal entries, ledger, entries, journal entry, general ledger, general, entry, journals, posted"
Xero,42,2,fixed | fixed asset | asset,"fixed, fixed asset, asset, asset module, module, fixed assets, prepaid, assets, asset management, depreciation"
Xero,50,2,printing | print | checks,"printing, print, checks, check, printed, memo, minimize, batch, order, information"
Xero,56,2,say | opinion | dont,"say, opinion, dont, criticism, impressed, accross, reversal, pricy, noticeable, havent"
Xero,57,2,dark | color | eyes,"dark, color, eyes, mode, light, text, option, little bit, customizable, green"
Xero,43,1,manufacturing | construction | limitations,"manufacturing, construction, limitations, module, functionality, industries, scheduling, industry, development, specific"
Xero,45,1,check | aging | ap ar,"check, aging, ap ar, vendor, bills, ar ap, module, printing"
Xero,52,1,windows | open | window,"windows, open, window, tabs, windows open, screen, tab, multiple, new tab, browser"
Xero,53,1,pos | aging | fifo,"pos, aging, fifo, costing, inbuilt, link, retail, doesnt"
